mes_ref,codigo,descricao,valor
outubro,1.1.2.2.01.0.1.001,TAXA DE LIMPEZA IMOVEL URBANO,8477.83
outubro,1.1.2.1.50.0.4.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,578.13
outubro,1.1.2.1.50.0.3.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,34221.97
outubro,1.1.2.1.50.0.2.000,Taxa de Fiscalização de Vigilância Sanitária - Mu,295.95
outubro,1.1.2.1.50.0.1.000,Taxa de Fiscalização de Vigilância Sanitária - Pri,27247.95
outubro,1.1.2.1.04.0.1.000,Taxa de Controle e Fiscalização Ambiental - Princi,4373.53
outubro,1.1.2.1.01.0.4.000,M/J DIV ATIVA TX DE FISCALIZAÇÃO,2092.55
outubro,1.1.2.1.01.0.3.000,DIV ATIVA TX FISCALIZAÇÃO,8843.62
outubro,1.1.2.1.01.0.2.000,M/J TX FISCALIZAÇÃO,867.97
outubro,1.1.2.2.01.0.2.003,M/J TX PROTEÇÃO DE ACIDENTES,281.74
outubro,1.1.2.1.01.0.1.006,TX DE UTIL AREA DOM PUBLICO,607.06
outubro,1.1.2.1.01.0.1.004,TX AUTORIZAÇÃO,0.0
outubro,1.1.1.2.50.0.1.002,IMP. S/PROP. TERRITORIAL URBANA,513921.0
outubro,1.1.1.2.50.0.2.001,IPTU M/J,7254.48
outubro,1.1.1.2.50.0.3.001,IPTU DIV ATIVA,541724.76
outubro,1.1.1.2.50.0.4.001,M/J DIV ATIVA IPTU,52646.76
outubro,1.1.1.3.03.1.1.001,Imposto sobre a Renda - Retido na Fonte - Trabalho,864013.25
outubro,1.1.1.3.03.4.1.000,Imposto sobre a Renda - Retido na Fonte - Outros R,352663.67
outubro,1.1.2.1.01.0.1.003,TX DE FUNC DE ESTAB EM HOR ESPECIAL,1192.1
outubro,1.1.1.4.51.1.1.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,4229690.02
outubro,1.1.1.4.51.1.3.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,151789.85
outubro,1.1.1.4.51.1.4.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,15892.08
outubro,1.1.2.1.01.0.1.001,TX DE LIC FUNC E ESTAB COMERCIAL,27727.73
outubro,9.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,-854393.71
outubro,1.1.2.1.01.0.1.005,TX DE LICENÇA PARA EXECUÇÃO DE OBRAS,79900.66
outubro,1.1.2.2.01.0.2.004,M/J REMOÇÃO LIXO,2963.63
outubro,1.1.2.2.01.0.2.005,M/J OUT. TAXAS PREST SERVIÇOS,0.0
outubro,1.1.2.2.01.0.3.001,DIV ATIVA TX PREST SERVIÇOS,2515.69
outubro,1.3.2.1.01.0.1.004,REC REM DEP BANC MDE,667.69
outubro,1.3.2.1.01.0.1.002,REC REM DEP BANC ROYALTIES,18.94
outubro,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,1614.86
outubro,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,1105795.65
outubro,1.3.1.1.02.0.4.001,M/J D A CONCESSÃO DE ESPAÇO,0.0
outubro,1.3.1.1.02.0.3.001,D A CONCESSÃO DE ESPAÇO,0.0
outubro,1.3.1.1.02.0.2.001,M/J CONCESSÃO DE ESPAÇO,0.0
outubro,1.3.1.1.01.1.4.001,M/J DIV ATIVA ALUGUEIS,0.0
outubro,1.3.1.1.01.1.3.001,DIV ATIVA ALUGUEIS,0.0
outubro,1.3.1.1.01.1.2.001,M/J ALUGUEIS,0.0
outubro,1.3.1.1.01.1.1.001,ALUGUEIS,2181.42
outubro,1.2.4.1.50.0.4.000,Contribuição para o Custeio do Serviço de Iluminaç,2202.88
outubro,1.2.4.1.50.0.3.000,Contribuição para o Custeio do Serviço de Iluminaç,22400.64
outubro,1.2.4.1.50.0.2.000,Contribuição para o Custeio do Serviço de Iluminaç,627.82
outubro,1.2.4.1.50.0.1.000,Contribuição para o Custeio do Serviço de Iluminaç,483926.86
outubro,1.2.1.5.01.3.1.003,CONTRIB.SERVIDOR CIVIL-PENSIONISTAS-INSTITUTO,1538.79
outubro,1.2.1.5.01.2.1.003,CONTRIB.SERVIDOR CIVIL INATIVO-INSTITUTO,12386.29
outubro,1.2.1.5.01.1.1.004,Contribuição do Servidor Civil Ativo - Instituto,1031.06
outubro,1.2.1.5.01.1.1.002,Contribuição do Servidor Civil Ativo - Prefeitura,878328.77
outubro,1.2.1.5.01.1.1.001,Contribuição do Servidor Civil Ativo - Câmara,16939.2
outubro,1.1.2.2.01.0.4.005,M/J DA OUT. TAXAS PREST SERVIÇOS,0.0
outubro,1.1.2.2.01.0.4.004,M/J DIV ATIVA REMOÇÃO LIXO,21091.88
outubro,1.1.2.2.01.0.4.003,M/J DIV ATIVA TX PROT ACIDENTES,1541.84
outubro,1.1.2.2.01.0.4.002,M/J DIV ATIVA TX INCENDIO,835.53
outubro,1.1.2.2.01.0.4.001,M/J DIV ATIVA TX PREST SERVIÇOS,424.82
outubro,1.1.2.2.01.0.3.005,DA OUT. TAXAS PREST SERVIÇOS,0.0
outubro,1.1.2.2.01.0.3.004,DIV ATIVA REMOÇÃO LIXO,182233.46
outubro,1.1.2.2.01.0.3.003,DIV ATIVA TX PROT ACIDENTES,18598.11
outubro,1.1.2.2.01.0.3.002,DIV ATIVA TX INCENDIO,4302.48
outubro,1.3.2.1.01.0.1.007,REC REM DEP BANC FNAS,13854.54
outubro,1.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,2318824.71
outubro,7.9.2.3.99.0.1.003,Outros Ressarcimentos - Câmara,6334.98
outubro,1.7.1.2.51.0.1.000,Cota-parte da Compensação Financeira pela Exploraç,2535.52
outubro,1.9.1.1.06.1.2.001,MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,0.0
outubro,1.9.1.1.01.0.4.005,M/J DIV ATIVA VIOLAÇÃO DE LACRE,0.0
outubro,1.9.1.1.01.0.4.001,M/J DIV ATIVA MULTAS,1286.0
outubro,1.9.1.1.01.0.3.002,MULTA VIOLAÇÃO DE LACRE E OUTROS - DIVIDA ATIVA,0.0
outubro,1.9.1.1.01.0.3.001,MULTAS DIV ATIVA INFRAÇÃO,45671.03
outubro,1.9.1.1.01.0.2.004,MULTA/ JUROS VIOLAÇÃO DE LACRE,0.0
outubro,1.9.1.1.01.0.2.003,MULTA POR VIOLAÇÃO DE LACRE E OUTROS,60.85
outubro,1.9.1.1.01.0.2.002,M/J MULTAS,252.3
outubro,1.9.1.1.01.0.2.001,MULTA POR ATO DE INFRAÇÃO,0.0
outubro,1.9.1.1.01.0.1.002,SOM ALTO - MULTA AUTO DE INFRAÇÃO,0.0
outubro,1.9.1.1.01.0.1.001,MULTA POR AUTO DE INFRAÇÃO,6926.7
outubro,1.7.5.1.50.0.1.000,TRANSF FUNDO DE MANUTENÇÃO - FUNDEB,3649915.6
outubro,1.7.4.1.99.0.1.002,DOAÇÕES FUNDO DO IDOSO,0.0
outubro,1.9.1.1.09.0.1.001,MULTA PREVISTA EM CONTRATOS,0.0
outubro,1.7.4.1.99.0.1.001,DOAÇÕES FUNDO CRIANÇA E ADOLESCENTE,0.0
outubro,1.7.3.9.99.0.1.001,CASA ABRIGO ADOLESCENTE,15665.0
outubro,1.7.2.9.99.0.1.005,OUTRAS TRANSFERENCIAS ESTADO - ASS SOCIAL,0.0
outubro,1.7.2.9.99.0.1.001,OUTRAS TRANSF ESTADO EDUCAÇÃO,0.0
outubro,1.7.2.9.51.0.1.023,SERV DE ACOLHIMENTO PARA IDOSOS,5000.0
outubro,1.7.2.9.51.0.1.022,SERV ACOLHIMENTO CASA LAR,10000.0
outubro,1.7.2.9.51.0.1.020,INSTITUTO O AMOR,9750.0
outubro,1.7.2.9.51.0.1.019,CUST SERV VIG SOCIOASSIST,0.0
outubro,1.7.2.9.51.0.1.018,VIG SOCIOASSISTENCIAL ESTADO,0.0
outubro,1.7.2.9.51.0.1.016,PSE ALTA EXPANSÃO,0.0
outubro,1.7.2.9.51.0.1.015,Serv. complementação alimentar à famílias em vul,0.0
outubro,1.7.2.9.51.0.1.014,Serv. funerais destinados à famílias em vulnerabil,0.0
outubro,9.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,-463764.93
outubro,1.7.2.9.51.0.1.011,AÇÕES DE ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHER,0.0
outubro,1.7.3.9.99.0.1.002,CASA ABRIGO NOSSO LAR,15144.0
outubro,1.9.1.1.09.0.2.001,MULTA PREVISTA EM CONTRATOS,0.0
outubro,1.9.1.1.09.0.3.001,D A MULTA PREV. EM CONTRATOS,0.0
outubro,1.9.1.1.09.0.4.001,Multas e Juros Previstos em Contratos - Dívida Ati,0.0
outubro,7.9.2.3.99.0.1.002,Outros Ressarcimentos - Instituto,5164.89
outubro,7.9.2.3.99.0.1.001,Outros Ressarcimentos - Daemo,0.0
outubro,7.2.1.5.02.1.1.004,Contribuição Patronal-Serv. Civil Ativo-Instituto,1620.24
outubro,7.2.1.5.02.1.1.002,Contribuição Patronal - Serv. Civil Ativo - Câmara,26618.75
outubro,7.2.1.5.02.1.1.001,Contribuição Patronal-Serv. Civil Ativo-Prefeitura,1513120.12
outubro,2.4.2.2.99.0.1.037,DADETUR - CENTRO CULTURAL,0.0
outubro,2.4.2.2.99.0.1.034,AMPLIAÇÃO CRECHE DONA BENTA,0.0
outubro,2.4.2.2.99.0.1.030,OUTRAS TRANSF. ESTADO - OBRAS,0.0
outubro,2.4.2.2.99.0.1.017,Centro de Convivência,0.0
outubro,2.4.2.2.99.0.1.009,CASA DA JUVENTUDE,395000.0
outubro,2.4.2.2.50.0.1.003,UBS Qualivida,0.0
outubro,7.9.9.9.01.0.1.002,AMORT. DEFICIT DIV ATIVA/MULTA JUROS INTRA,600.99
outubro,7.9.9.9.01.0.1.001,APORTES PARA COBERTURA DE DEFICIT,40476.2
outubro,2.4.1.9.99.0.1.012,OUTRAS TRANS. FEDERAL - OBRAS,0.0
outubro,2.2.2.1.01.0.1.001,ALIENAÇÃO DE BENS IMOVEIS,1434679.3
outubro,2.2.1.3.01.0.1.001,ALIENAÇÃO DE BENS MOVEIS,0.0
outubro,1.9.9.9.12.2.1.001,Ônus de Sucumbência - Principal,1634.47
outubro,1.9.9.9.03.0.1.000,Compensações Financeiras entre o Regime Geral e os,30618.49
outubro,1.9.2.3.99.0.2.001,M/J CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,0.0
outubro,1.9.2.3.99.0.1.001,CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,25836.05
outubro,1.9.2.2.99.0.4.001,M/J DIV ATIVA OUTRAS RESTITUIÇÕES,0.0
outubro,1.9.2.2.99.0.3.001,DIV ATIVA OUTRA RESTITUIÇÕES,0.0
outubro,1.9.2.2.99.0.2.001,M/J OUTRAS RESTITUIÇÕES,0.0
outubro,1.9.2.2.99.0.1.004,Restituições,0.0
outubro,1.9.2.2.99.0.1.003,Restituições,0.0
outubro,1.9.2.2.99.0.1.001,Outras Restituições - Principal,0.0
outubro,1.9.2.2.99.0.1.001,Outras Restituições - Principal,763606.74
outubro,1.9.2.1.99.0.1.001,Outras Indenizações - Principal,0.0
outubro,1.9.1.1.14.0.1.001,OLIMPIA MULTAS DE TRANSITO,18931.9
outubro,1.7.2.9.51.0.1.010,FRENTE FRIA,0.0
outubro,1.7.2.9.51.0.1.009,Alta Complexidade - Abrigo São José,13750.0
outubro,1.7.2.9.51.0.1.013,Serv. dest. nascimento/gestação de famílias em vul,0.0
outubro,1.7.2.9.51.0.1.007,L.A. Serv Prot Social Adoles Liberdade Assist,8649.04
outubro,1.7.2.9.51.0.1.008,Migrante,14640.33
outubro,1.7.1.3.50.5.1.004,FMS PISO ENFERMAGEM,131702.5
outubro,1.7.1.3.50.4.1.001,ASS FARMACEUTICA,24462.1
outubro,1.7.1.3.50.3.1.004,FNS AIDS,9414.91
outubro,1.7.1.3.50.3.1.003,AÇÕES DE VIGILANCIA SANITARIA,0.0
outubro,1.7.1.3.50.3.1.002,COMBATE A ENDEMIAS,78936.0
outubro,1.7.1.3.50.3.1.001,VIGILANCIA EM SAUDE,8939.48
outubro,1.7.1.3.50.2.1.026,FAEC - NEFROLOGIA,349658.53
outubro,1.7.1.3.50.2.1.025,FAEC - PRÉ-CIRÚRGICO EM CIRURGIAS PRIORITÁRIAS,622.16
outubro,1.7.1.3.50.2.1.005,MAC SAMU,17062.5
outubro,1.7.1.3.50.2.1.004,MAC MELHOR EM CASA,72800.0
outubro,1.7.1.3.50.2.1.003,MAC MANUTENÇÃO,108105.82
outubro,1.7.1.3.50.2.1.002,MAC SANTA CASA,416475.09
outubro,1.7.1.4.50.0.1.000,SALARIO EDUCAÇÃO-QESE,274670.2
outubro,1.7.1.3.50.2.1.001,MAC UPA,300000.0
outubro,1.7.1.3.50.1.1.046,UBS -NOVO PAC SELEÇÕES,0.0
outubro,1.7.1.3.50.1.1.045,PAB - IMPLEM. POLITICAS REDE ALYNE,0.0
outubro,1.7.1.3.50.1.1.042,AGENTES COMUNITARIOS DE SAUDE,81972.0
outubro,1.7.1.3.50.1.1.027,APS -INCENT FINANC COMP PER CAPITA BASE POPULACION,28114.25
outubro,1.7.1.3.50.1.1.025,APS - INCENT. FINANC. EQUIPES MULTIPROFISSIONAIS,23500.0
outubro,1.7.1.3.50.1.1.024,APS - INCENT. FINANC. MANUT PAG VALOR NOMINAL,0.0
outubro,1.7.1.3.50.1.1.023,APS - INCENT. FINANC. ESF/EAP,240042.0
outubro,1.7.1.3.50.1.1.022,APS -INCENTIVO COMPENSATORIO DE TRANSIÇÃO,27998.0
outubro,1.7.1.3.50.1.1.014,IMPLEMENTAÇÃO DA SEG ALIMENTAR E NUTRICIONAL SAÚDE,20880.2
outubro,1.7.1.3.50.1.1.009,MANUTENÇÃO ACADEMIA DA SAUDE,9000.0
outubro,1.7.1.3.50.1.1.006,PAB SAUDE BUCAL,79373.49
outubro,1.7.1.3.50.1.1.004,PAB AG COMUNITARIO SAUDE,0.0
outubro,1.7.1.2.52.1.1.000,Cota-parte da Compensação Financeira pela Produção,270.48
outubro,9.7.1.3.50.2.1.000,TRANSFERENCIAS MAC,-165301.74
outubro,1.7.1.4.52.0.1.000,FNDE PNAE,0.0
outubro,1.7.1.3.99.0.1.001,OUTRAS TRANSFERÊNCIAS UNIÃO - SAÚDE,0.0
outubro,1.7.1.4.99.0.1.001,OUTRAS TRANSF UNIAO EDUCAÇÃO,0.0
outubro,1.7.2.9.51.0.1.006,Centro Dia,12333.33
outubro,1.7.2.9.51.0.1.005,PAEFI-Serv Prot Especializado a Fam e Individuo,6500.0
outubro,1.7.2.9.51.0.1.004,Media Complexidade - APAE,8500.0
outubro,1.7.2.9.51.0.1.003,SCFV-Serv Convivência e Fortalecimento de Vínculo,19665.99
outubro,1.7.2.9.51.0.1.001,SADS Proteção Básica - Humanizar,3000.0
outubro,1.7.2.4.99.0.1.014,OUTRAS TRANSFERENCIAS ESTADO - SAÚDE,0.0
outubro,1.7.2.4.99.0.1.013,FMAS BENEFICIOS EVENTUAIS,0.0
outubro,1.7.2.4.51.0.1.001,TRANSP ALUNOS ESTADUAL,339936.86
outubro,1.7.2.4.50.0.1.022,SUS PAULISTA EXT DENGUE,0.0
outubro,1.7.2.4.50.0.1.019,IGM - SUS,158109.45
outubro,1.7.2.4.50.0.1.013,PAB TAB SUS PAULISTA,534824.07
outubro,1.7.2.4.50.0.1.011,CIRURGIA ELETIVAS,0.0
outubro,1.7.1.4.53.0.1.000,FNDE PNATE,0.0
outubro,1.7.2.4.50.0.1.002,MEDICAMENTOS FURP,0.0
outubro,1.7.2.4.50.0.1.001,GLICEMIA,7087.63
outubro,1.7.1.7.52.0.1.021,PROCAD SUAS,0.0
outubro,9.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,-10751.11
outubro,1.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,53755.52
outubro,9.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,-116747.66
outubro,1.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,583738.13
outubro,9.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,-1290136.19
outubro,1.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,6450681.01
outubro,1.7.1.7.99.0.1.001,OUTRAS TRASNF UNIAO ASS SOCIAL,0.0
outubro,1.7.2.1.53.0.1.000,Cota-Parte da Contribuição de Intervenção no Domín,17102.2
outubro,1.7.1.7.52.0.1.019,Bloco Proteção Social Especial,16831.5
outubro,1.7.1.7.52.0.1.018,Bloco Proteção Social Básica,8951.88
outubro,1.7.1.7.52.0.1.005,PROGRAMA PRIMEIRA INFANCIA NO SUAS- CRIANÇA FELIZ,0.0
outubro,1.7.1.7.52.0.1.004,IGD-SUAS IND GEST DESC MUN SIST UNICO ASS SOCIAL,0.0
outubro,1.7.1.7.52.0.1.003,IGD-BF IND GESTÃO DESC MUN PROG BOLSA FAMILIA,10324.81
outubro,1.7.1.5.53.0.1.001,FUNDEB- Fomento a matrículas ETI,146979.98
novembro,7.9.2.3.99.0.1.001,Outros Ressarcimentos - Daemo,0.0
novembro,7.9.2.3.99.0.1.002,Outros Ressarcimentos - Instituto,5164.89
novembro,7.2.1.5.02.1.1.004,Contribuição Patronal-Serv. Civil Ativo-Instituto,1782.14
novembro,7.9.9.9.01.0.1.001,APORTES PARA COBERTURA DE DEFICIT,40476.2
novembro,7.9.9.9.01.0.1.002,AMORT. DEFICIT DIV ATIVA/MULTA JUROS INTRA,441.55
novembro,7.9.2.3.99.0.1.003,Outros Ressarcimentos - Câmara,6334.98
novembro,7.2.1.5.02.1.1.002,Contribuição Patronal - Serv. Civil Ativo - Câmara,27261.96
novembro,1.6.9.9.99.0.4.002,Outros Serviços - Dívida Ativa - Multas e Juros,761.05
novembro,2.4.2.2.99.0.1.037,DADETUR - CENTRO CULTURAL,0.0
novembro,1.6.1.1.01.0.1.020,CERTIFICADO DE DISPENSA DE LICENÇA CDL,0.0
novembro,1.6.1.1.01.0.1.018,TARIFAS DE DISPOSIÇÃO DE RESIDUOS CONSTR.CIVIL,21463.77
novembro,1.6.1.1.01.0.1.007,TARIFA ESGOTO REFERENTE POÇO,0.0
novembro,9.6.1.1.01.0.1.006,DESCONTOS SOCIAIS ESGOTO,0.0
novembro,1.6.1.1.01.0.1.006,TARIFS UTIL. ESGOTO SANITARIO,446.71
novembro,9.6.1.1.01.0.1.005,DESCONTOS SOCIAIS - ÁGUA,0.0
novembro,1.6.1.1.01.0.1.005,TARIFAS DE CONSUMO DE AGUA,570.15
novembro,1.6.1.1.01.0.1.004,VISTORIA DE SUPRESSÃO DE ARVORE EM CALÇADA,522.76
novembro,1.6.1.1.01.0.1.001,TARIFA DE MANIFESTAÇÃO DE ORGÃO AMBIENTAL,0.0
novembro,1.3.6.1.01.1.1.001,Cessão do Direito de Operacionalização de Pagament,0.0
novembro,1.3.6.1.01.1.1.001,Cessão do Direito de Operacionalização de Pagament,0.0
novembro,1.3.3.9.99.0.1.002,OUTORGA VARIÁVEL,35575.43
novembro,1.3.2.2.01.0.1.001,DIVIDENDOS,0.0
novembro,1.3.2.1.04.0.1.000,Remuneração dos Recursos do Regime Próprio de Prev,32587.55
novembro,1.3.2.1.01.0.1.025,REC REM ASS SOCIAL - FEDERAL,909.1
novembro,1.3.2.1.01.0.1.024,REC REM ASS SOCIAL - ESTADUAL,7305.42
novembro,1.3.2.1.01.0.1.023,REC REM EDUCAÇÃO - FEDERAL,31535.17
novembro,1.3.2.1.01.0.1.022,REC REM EDUCAÇÃO - ESTADUAL,3602.88
novembro,1.3.2.1.01.0.1.021,REC REND DUODECIMO CAMARA,0.0
novembro,1.3.2.1.01.0.1.020,REC REND SAUDE FEDERAL,24452.95
novembro,1.3.2.1.01.0.1.019,REC REND SAUDE ESTADO,2024.16
novembro,1.3.2.1.01.0.1.018,RENDIMENTOS ESCOLA PROFISSIONAL,271.42
novembro,1.3.2.1.01.0.1.014,REC REND DE BANC FUNDEB,29331.27
novembro,1.3.2.1.01.0.1.010,REC REM DEP BANC CIDE,51.5
novembro,1.3.2.1.01.0.1.008,REC REM OUT DEP REC VINCULADOS,1791.79
novembro,1.3.2.1.01.0.1.007,REC REM DEP BANC FNAS,11607.67
novembro,1.3.2.1.01.0.1.005,REC REM SERVIÇOS AÇÕES DE SAUDE,4200.56
novembro,1.6.1.1.01.0.1.021,AUTORIZAÇÃO DE CORTE DE ARVORE ISOLADA,740.4
novembro,1.6.1.1.01.0.1.022,PARECER TECNICO AMBIENTAL,0.0
novembro,1.6.1.1.01.0.1.023,CERTIDÃO NEGATIVA DE DEBITOS AMBIENTAIS,0.0
novembro,1.6.1.1.01.0.2.001,TARIFAS MULTAS/JUROS,318.84
novembro,1.6.9.9.99.0.3.002,Outros Serviços - Dívida Ativa,4882.33
novembro,1.6.9.9.99.0.3.002,Outros Serviços - Dívida Ativa,0.0
novembro,1.6.9.9.99.0.3.001,DIV ATIVA PATRULHA AGRICOLA,0.0
novembro,1.6.9.9.99.0.2.002,Outros Serviços - Multas e Juros,26.63
novembro,1.6.9.9.99.0.2.002,Outros Serviços - Multas e Juros,0.0
novembro,1.6.9.9.99.0.2.001,M/J PATRULHA AGRICOLA,2.87
novembro,1.6.9.9.99.0.1.017,OUTRAS RECEITAS,2088.75
novembro,1.6.9.9.99.0.1.016,OUTROS SERVIÇOS,6.48
novembro,1.6.9.9.99.0.1.015,POSTAGEM,0.0
novembro,1.6.9.9.99.0.1.013,AVISO CONTA VENCIDA,0.52
novembro,1.6.9.9.99.0.1.012,LOCAÇÃO DE MAQUINAS E EQUIPAMENTOS,0.0
novembro,1.6.9.9.99.0.1.011,AGUA POTAVEL PIPA,0.0
novembro,1.6.9.9.99.0.1.010,LIMPA FOSA,0.0
novembro,1.3.2.1.01.0.1.004,REC REM DEP BANC MDE,736.31
novembro,1.6.9.9.99.0.1.007,MUDANÇA DE CAVALETE,0.0
novembro,1.6.9.9.99.0.1.004,SERVIÇOS DE LIGAÇÃO DE ESGOTOS,0.0
novembro,1.6.9.9.99.0.1.003,SERVIÇOS DE LIGAÇÃO DE AGUA,269.92
novembro,1.6.9.9.99.0.1.002,OUTROS SERVIÇOS,1564.43
novembro,1.6.9.9.99.0.1.001,PRESTAÇÃO DE SERVIÇO PATRULHA AGRICOLA,4440.48
novembro,1.6.2.1.02.0.1.001,Serviços de Transporte de Passageiros ou Mercadori,69678.78
novembro,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,77.1
novembro,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,0.0
novembro,9.6.1.1.01.0.3.002,DESCONTOS SOCIAIS DIV ATIVA ESGOTO,0.0
novembro,1.6.1.1.01.0.3.002,TARIFA AMPLIAÇÃO DIVIDA RECONHECIDA,5106.27
novembro,9.6.1.1.01.0.3.001,DESCONTOS SOCIAIS DIV ATIVA AGUA,0.0
novembro,1.6.1.1.01.0.3.001,DIV ATIVA TARIFAS,5457.79
novembro,1.6.1.1.01.0.3.001,DIV ATIVA TARIFAS,38.95
novembro,1.6.1.1.01.0.2.001,TARIFAS MULTAS/JUROS,30.35
novembro,1.6.9.9.99.0.1.005,SERVIÇOS DE RELIGAÇÃO DE AGUA,0.0
novembro,1.6.9.9.99.0.4.001,M/J DIV ATIVA PATRULHA AGRICOLA,0.0
novembro,1.3.2.1.01.0.1.002,REC REM DEP BANC ROYALTIES,15.81
novembro,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,900161.92
novembro,1.1.2.2.01.0.1.001,TAXA DE LIMPEZA IMOVEL URBANO,1299.64
novembro,1.1.2.1.50.0.4.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,600.97
novembro,1.1.2.1.50.0.3.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,1934.16
novembro,1.1.2.1.50.0.2.000,Taxa de Fiscalização de Vigilância Sanitária - Mu,173.4
novembro,1.1.2.1.50.0.1.000,Taxa de Fiscalização de Vigilância Sanitária - Pri,16625.37
novembro,1.1.2.1.04.0.1.000,Taxa de Controle e Fiscalização Ambiental - Princi,4137.71
novembro,1.1.2.1.01.0.4.000,M/J DIV ATIVA TX DE FISCALIZAÇÃO,1326.47
novembro,1.1.2.1.01.0.3.000,DIV ATIVA TX FISCALIZAÇÃO,10649.64
novembro,1.1.2.1.01.0.2.000,M/J TX FISCALIZAÇÃO,1655.7
novembro,1.1.2.1.01.0.1.006,TX DE UTIL AREA DOM PUBLICO,128.14
novembro,1.1.2.1.01.0.1.005,TX DE LICENÇA PARA EXECUÇÃO DE OBRAS,81975.36
novembro,1.1.2.1.01.0.1.004,TX AUTORIZAÇÃO,0.0
novembro,1.1.2.1.01.0.1.003,TX DE FUNC DE ESTAB EM HOR ESPECIAL,-42.86
novembro,1.1.2.1.01.0.1.002,TX DE PUBLICIDADE COMERCIAL,1813.36
novembro,1.1.2.1.01.0.1.001,TX DE LIC FUNC E ESTAB COMERCIAL,57412.38
novembro,1.1.1.4.51.1.4.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,9508.31
novembro,1.1.1.4.51.1.3.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,61809.99
novembro,1.1.1.4.51.1.2.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,26047.48
novembro,1.1.1.4.51.1.1.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,4676530.16
novembro,1.1.1.3.03.4.1.000,Imposto sobre a Renda - Retido na Fonte - Outros R,179959.9
novembro,1.1.1.3.03.1.1.001,Imposto sobre a Renda - Retido na Fonte - Trabalho,849409.5
novembro,1.1.1.2.50.0.4.001,M/J DIV ATIVA IPTU,113603.79
novembro,1.1.1.2.50.0.3.001,IPTU DIV ATIVA,504383.95
novembro,1.1.1.2.50.0.2.001,IPTU M/J,10531.06
novembro,1.1.1.2.50.0.1.002,IMP. S/PROP. TERRITORIAL URBANA,538836.75
novembro,1.1.1.2.50.0.1.001,IMPOSTOS S/PREDIAL URBANO,789077.99
novembro,7.2.1.5.02.1.1.001,Contribuição Patronal-Serv. Civil Ativo-Prefeitura,1509259.97
novembro,1.1.2.2.01.0.1.002,REMOÇÃO LIXO DOMICILIAR,492345.24
novembro,1.1.2.2.01.0.1.003,TAXA PROTEÇÃO DE ACIDENTES,53098.97
novembro,1.1.2.2.01.0.1.005,OUTRAS TAXAS PREST SERVIÇOS,0.0
novembro,1.1.2.2.01.0.2.001,M/J TX PREST SERVIÇOS,113.61
novembro,1.3.1.1.02.0.3.001,D A CONCESSÃO DE ESPAÇO,0.0
novembro,1.3.1.1.02.0.2.001,M/J CONCESSÃO DE ESPAÇO,0.0
novembro,1.3.1.1.01.1.4.001,M/J DIV ATIVA ALUGUEIS,0.0
novembro,1.3.1.1.01.1.3.001,DIV ATIVA ALUGUEIS,0.0
novembro,1.3.1.1.01.1.2.001,M/J ALUGUEIS,0.0
novembro,1.3.1.1.01.1.1.001,ALUGUEIS,540.1
novembro,1.2.4.1.50.0.4.000,Contribuição para o Custeio do Serviço de Iluminaç,3215.06
novembro,1.2.4.1.50.0.3.000,Contribuição para o Custeio do Serviço de Iluminaç,23147.03
novembro,1.2.4.1.50.0.2.000,Contribuição para o Custeio do Serviço de Iluminaç,718.57
novembro,1.2.4.1.50.0.1.000,Contribuição para o Custeio do Serviço de Iluminaç,526060.0
novembro,1.2.1.5.01.3.1.003,CONTRIB.SERVIDOR CIVIL-PENSIONISTAS-INSTITUTO,1538.79
